name	date	location
HA|A/goose/Luxembourg/22253283/2022|EPI2254379	2022-12-11	North-Central
HA|2022-wk30-04_HA_H5|EPI2114295	2022-06-13	North-Central
HA|A/Gallus_gallus/Belgium/12395_0002/2022|EPI2218234	2022-10-24	North-Central
HA|A/mixed_domestic_Anatidae/Belgium/12318_0001/2022|EPI2218226	2022-10-24	North-Central
HA|A/barnacle_goose/Sweden/SVA230110SZ0346/FB000052/M-2022|EPI2310497	2022-12-29	North-Eastern
HA|A/barnacle_goose/Sweden/SVA230109SZ0169/FB000047/O-2022|EPI2310458	2022-12-21	North-Eastern
HA|A/_peregrine_falcon/Sweden/SVA230110SZ0352/FB000084/M-2022|EPI2310508	2022-12-31	North-Eastern
HA|A/European_herring_gull/Sweden/SVAU230110SZ0354/FB000085/M-2023|EPI2310516	2023-01-01	North-Eastern
HA|2022-wk30-09_HA_H5|EPI2114343	2022-07-07	North-Central
HA|A/European_Herring_gull/Sweden/SVA230112SZ0325/FB000130/M-2022|EPI2397400	2022-12-20	North-Eastern
HA|A/barnacle_goose/Sweden/SVA230113SZ0282/FB000138/M-2023|EPI2397408	2023-01-12	North-Eastern
HA|A/northern_goshawk/Sweden/SVA230118SZ0310/FB000172/D-2022|EPI2397416	2022-12-28	North-Eastern
HA|A/common_gull_/Sweden/SVA230125SZ0060/FB000197/AB-2023|EPI2397440	2023-01-19	North-Eastern
HA|A/whooper_swan/Sweden/SVA230123SZ0173/FB000192/M-2023|EPI2397432	2023-01-18	North-Eastern
HA|A/_rough-legged_buzzard_/Sweden/SVA230126SZ0333/FB000239/M-2022|EPI2397448	2022-12-04	North-Eastern
HA|A/great_cormorant/Germany-MV/AI02666/2022|EPI2131897	2022-05-03	North-Central
HA|A/great_cormorant/Germany-MV/AI02774/2022|EPI2131905	2022-05-06	North-Central
HA|A/Eurasian_curlew/Germany-SH/AI02538/2022|EPI2131889	2022-04-11	North-Central
HA|A/common_tern/Germany-NI/AI03523/2022|EPI2131848	2022-06-14	North-Central
HA|A/common_tern/Germany-NI/AI03520/2022|EPI2131833	2022-06-14	North-Central
HA|A/common_tern/Germany-NI/AI03512/2022|EPI2131824	2022-06-16	North-Central
HA|A/common_tern/Germany-NI/AI03186/2022|EPI2131809	2022-06-07	North-Central
HA|2022-wk42-10_HA_H5|EPI2384290	2022-09-23	North-Central
HA|A/Arctic_tern/Denmark/05803-1.01/2022|EPI2244091	2022-06-19	North-Eastern
HA|A/nothern_gannet/France/22P019331/2022|EPI2134869	2022-07-13	South-Western
HA|A/chicken/Luxembourg/23023602/2023|EPI2364554	2023-01-25	North-Central
HA|BC16_H5_|EPI2415783	2023-01-25	North-Central
HA|BC07_H5_|EPI2415815	2023-01-29	North-Central
HA|BC24_H5_|EPI2415799	2023-01-30	North-Central
HA|BC22_H5_|EPI2415791	2023-01-30	North-Central
HA|BC17_H5_|EPI2415839	2023-02-02	North-Central
HA|A/sandwich_tern/Germany-MV/AI03131/2022|EPI2132607	2022-05-31	North-Central
HA|A/barnacle_goose/Denmark/03332-1.02/2022|EPI2244154	2022-04-20	North-Eastern
HA|A/peregrine_falcon/Denmark/06880-1.02/2022|EPI2244210	2022-07-17	North-Eastern
HA|A/northern_gannet/Germany-SH/AI03498/2022|EPI2132564	2022-06-15	North-Central
HA|A/Sandwich_tern/Sweden/SVA220616SZ0350/FB001881/2022|EPI2178111	2022-06-04	North-Eastern
HA|A/white-tailed_eagle/Denmark/05716-1.04/2022|EPI2244162	2022-06-11	North-Eastern
HA|A/duck/France/22P020165/2022|EPI2176007	2022-08-24	South-Western
HA|A/tawny_owl/Denmark/05373-1.01/2022|EPI2244170	2022-06-08	North-Eastern
HA|A/sandwich_tern/Denmark/05802-1.01_2022|EPI2244194	2022-06-17	North-Eastern
HA|A/sandwich_tern/Denmark/05806-1.01/2022|EPI2244186	2022-06-19	North-Eastern
HA|A/sandwich_tern/Denmark/05712-1.02/2022|EPI2244202	2022-06-14	North-Eastern
HA|A/northern_gannet/Spain/22VIR12774-31_3453-1/2022_HA|EPI2291595	2022-09-25	South-Western
HA|A/Ciconia_ciconia/Spain/22VIR12774-30_3394-2/2022_HA|EPI2291587	2022-09-19	South-Western
HA|A/northern_gannet/Spain/22VIR12774-29_3076-18/2022_HA|EPI2291579	2022-09-01	South-Western
HA|A/wild_goose/Spain/22VIR12774-21_3814-3/2022_HA|EPI2291572	2022-10-17	South-Western
HA|A/Ciconia_ciconia/Spain/22VIR12774-34_3519-1/2022_HA|EPI2291611	2022-09-29	South-Western
HA|A/northern_gannet/Spain/22VIR12774-33_3497-10/2022_HA|EPI2291603	2022-10-03	South-Western
HA|A/wild_goose/Spain/22VIR12774-16_3024-6/2022_HA|EPI2291534	2022-08-29	South-Western
HA|A/seagull/Spain/22VIR12774-15_4347-15/2022_HA|EPI2291526	2022-11-17	South-Western
HA|A/mink/Spain/22VIR12774-14_3869-3/2022_HA|EPI2291518	2022-10-26	South-Western
HA|A/northern_gannet/Spain/22VIR12774-20_3614-2/2022_HA|EPI2291564	2022-09-21	South-Western
HA|A/Egretta_garzetta/Spain/22VIR12774-19_3519-2/2022_HA|EPI2291557	2022-09-29	South-Western
HA|A/northern_gannet/Spain/22VIR12774-18_3454-2/2022_HA|EPI2291549	2022-09-24	South-Western
HA|A/northern_gannet/Spain/22VIR12774-17_3389-5/2022_HA|EPI2291542	2022-09-27	South-Western
HA|A/mink/Spain/22VIR12774-13_3869-2/2022_HA|EPI2291510	2022-10-26	South-Western
HA|A/northern_gannet/Spain/22VIR12774-1_3004-12/2022_HA|EPI2291502	2022-08-21	South-Western
HA|A/Ciconia_ciconia/Spain/22VIR12774-37_3641-1/2022_HA|EPI2291634	2022-10-04	South-Western
HA|A/northern_gannet/Spain/22VIR12774-36_3583-6/2022_HA|EPI2291620	2022-10-07	South-Western
HA|R99-BC92_H5_|EPI2310696	2023-01-11	North-Central
HA|R99-BC87_H5_|EPI2310680	2022-12-08	North-Central
HA|R99-BC84_H5_|EPI2310672	2022-12-08	North-Central
HA|A_common_buzzard_Denmark_08287-1.01_2022-08-30_H5N1|EPI2244218	2022-08-30	North-Eastern
HA|A/Great_black-backed_gull/Netherlands/1/2023_HA_H5N1_HPAI|EPI2420039	2023-02-03	North-Central
HA|A/Peregrine_falcon/Netherlands/5/2023_HA_H5N1_HPAI|EPI2420060	2023-02-06	North-Central
HA|A/Peregrine_falcon/Netherlands/4/2023_HA_H5N1_HPAI|EPI2420052	2022-01-06	North-Central
HA|2022-wk33-24_HA_H5|EPI2132867	2022-08-02	North-Central
HA|2022-wk33-19_HA_H5|EPI2132851	2022-08-04	North-Central
HA|2022-wk33-15_HA_H5|EPI2132827	2022-08-11	North-Central
HA|BC88_H5.2|EPI2455081	2023-01-04	North-Central
HA|BC89_H5.2|EPI2455073	2023-01-02	North-Central
HA|BC84_H5.2|EPI2455129	2022-12-23	North-Central
HA|BC73_H5_|EPI2455121	2022-12-15	North-Central
HA|BC81_H5_|EPI2455137	2022-12-23	North-Central
HA|BC79_H5_|EPI2455161	2023-02-21	North-Central
HA|BC82_H5_|EPI2455153	2023-01-02	North-Central
HA|BC83_H5_|EPI2455177	2022-12-30	North-Central
HA|A/cygnus_cygnus/Romania/17198_23VIR1145-2/2022_HA|EPI2455236	2022-11-17	North-Central
HA|A/cygnus_olor/Romania/17142_23VIR1145-1/2022_HA|EPI2455228	2022-11-15	North-Central
HA|A/cygnus_olor/Romania/10039_23VIR1145-4/2023_HA|EPI2455252	2023-01-13	North-Central
HA|A/cygnus_cygnus/Romania/10008_23VIR1145-3/2023_HA|EPI2455244	2023-01-03	North-Central
HA|A/anas_platyrhynchos/Romania/10368_23VIR1368-2/2023_HA|EPI2455220	2023-02-02	North-Central
HA|A/corvus_corvus/Romania/10368_23VIR1368-1/2023_HA|EPI2455212	2023-02-01	North-Central
HA|A/cygnus_cygnus/Romania/10171_23VIR1145-9/2023_HA|EPI2455292	2023-01-17	North-Central
HA|A/turkey/Romania/10287_23VIR1145-12/2023_HA|EPI2455316	2023-01-28	North-Central
HA|A/cygnus_olor/Romania/10102_23VIR1145-6/2023_HA|EPI2455268	2023-01-09	North-Central
HA|A/cygnus_cygnus/Romania/10164_23VIR1145-8/2023_HA|EPI2455284	2023-01-17	North-Central
HA|A/common_buzzard/Sweden/SVA230125SZ0347/FB000204/O-2023|EPI2413740	2023-01-16	North-Eastern
HA|A/barnacle_goose/Sweden/SVA230125SZ0350/FB000207/N-2023|EPI2413748	2023-01-10	North-Eastern
HA|A/European_herring_gull_/Sweden/SVA230131SZ0416/FB000259/N-2023|EPI2413772	2023-01-30	North-Eastern
HA|A/_greylag_goose/Sweden/SVA230203SZ0222/FB000288/M-2023|EPI2413780	2023-02-02	North-Eastern
HA|A/barnacle_goose/Sweden/SVA230125SZ0352/FB000208/O-2023|EPI2413756	2023-01-20	North-Eastern
HA|A/barnacle_goose/Sweden/SVA230127SZ0192/FB000243/K-2023|EPI2413764	2023-01-21	North-Eastern
HA|A/Black-headed_gull/Netherlands/10/2022_HA_H5N1_HPAI|EPI2181772	2022-08-10	North-Central
HA|A/Mute_Swan/Netherlands/1/2022_HA_H5N1_HPAI|EPI2181780	2022-08-10	North-Central
HA|BC27_H5_|EPI2408614	2023-01-12	North-Central
HA|BC04_H5_|EPI2408598	2023-01-04	North-Central
HA|BC12_H5_|EPI2408710	2023-01-18	North-Central
HA|BC15_H5_|EPI2408694	2023-01-15	North-Central
HA|A/turkey/France/22P024731/2022|EPI2325515	2022-12-05	South-Western
HA|A/Mallard/Netherlands/13/2022_HA_H5N1_HPAI|EPI2193403	2022-09-26	North-Central
HA|A/Mallard/Netherlands/8/2022_HA_H5N1_HPAI|EPI2193411	2022-09-08	North-Central
HA|A/Mallard/Netherlands/11/2022_HA_H5N1_HPAI|EPI2193388	2022-09-14	North-Central
HA|A/Mallard/Netherlands/12/2022_HA_H5N1_HPAI|EPI2193395	2022-09-19	North-Central
HA|A/Mallard/Netherlands/9/2022_HA_H5N1_HPAI|EPI2193419	2022-09-11	North-Central
HA|A/Mute_Swan/Netherlands/2/2022_HA_H5N1_HPAI|EPI2193427	2022-09-19	North-Central
HA|A/duck/France/22P024701/2022|EPI2325507	2022-12-03	South-Western
HA|A/mute_swan/Croatia/14/2023|EPI2398421	2023-01-13	North-Central
HA|A/mute_swan/Croatia/12/2023|EPI2398420	2023-01-09	North-Central
HA|A/Greylag_Goose/Netherlands/17/2022_HA_H5N1_HPAI|EPI2193374	2022-09-16	North-Central
HA|A/European_Herring_Gull/Netherlands/17/2022_HA_H5N1_HPAI|EPI2193358	2022-09-10	North-Central
HA|A/European_Herring_Gull/Netherlands/18/2022_HA_H5N1_HPAI|EPI2193366	2022-09-10	North-Central
HA|A/duck/France/22P025647/2022|EPI2325483	2022-12-10	South-Western
HA|A/chicken/France/22P025486/2022|EPI2325722	2022-12-09	South-Western
HA|A/Caspian_tern/Astrakhan/36/2022|EPI2807457	2022-05-15	North-Eastern
HA|A/Caspian_tern/Astrakhan/38/2022|EPI2807456	2022-05-15	North-Eastern
HA|A/Caspian_tern/Astrakhan/30/2022|EPI2807439	2022-05-15	North-Eastern
HA|A/Caspian_tern/Astrakhan/32/2022|EPI2807459	2022-05-15	North-Eastern
HA|A/duck/France/22P025252/2022|EPI2325705	2022-12-07	South-Western
HA|A/Eurasian_Spoonbill/Netherlands/7/2022_HA_H5N1_HPAI|EPI2191393	2022-06-16	North-Central
HA|A/Eurasian_Spoonbill/Netherlands/8/2022_HA_H5N1_HPAI|EPI2191401	2022-08-31	North-Central
HA|A/Greylag_Goose/Netherlands/14/2022_HA_H5N1_HPAI|EPI2191409	2022-08-31	North-Central
HA|A/Greylag_Goose/Netherlands/15/2022_HA_H5N1_HPAI|EPI2191417	2022-09-02	North-Central
HA|A/Greylag_Goose/Netherlands/16/2022_HA_H5N1_HPAI|EPI2191425	2022-09-02	North-Central
HA|A/Common_Tern/Netherlands/27/2022_HA_H5N1_HPAI|EPI2191433	2022-09-02	North-Central
HA|A/European_Herring_Gull/Netherlands/16/2022_HA_H5N1_HPAI|EPI2191441	2022-09-03	North-Central
HA|A/Northern_Gannet/Netherlands/2/2022_HA_H5N1_HPAI|EPI2191447	2022-07-13	North-Central
HA|A/Lesser_Black-backed_Gull/Netherlands/4/2022_HA_H5N1_HPAI|EPI2191369	2022-09-04	North-Central
HA|A/Northern_Gannet/Netherlands/3/2022_HA_H5N1_HPAI|EPI2191454	2022-07-10	North-Central
HA|A/Northern_Gannet/Netherlands/4/2022_HA_H5N1_HPAI|EPI2191461	2022-07-09	North-Central
HA|A/Northern_Gannet/Netherlands/5/2022_HA_H5N1_HPAI|EPI2191469	2022-06-26	North-Central
HA|A/fox/France/23P002844/2023|EPI2467145	2023-02-10	South-Western
HA|A/turkey/Spain/2755-5_22VIR8632-1/2022_HA|EPI2191101	2022-08-04	South-Western
HA|A/turkey/Spain/2996-43_22VIR8632-21/2022_HA|EPI2191109	2022-08-29	South-Western
HA|A/turkey/Spain/2996-42_22VIR8632-22/2022_HA|EPI2191117	2022-08-29	South-Western
HA|A/chicken/Spain/2854-5_22VIR8632-3/2022_HA|EPI2191133	2022-08-16	South-Western
HA|A/chicken/Spain/2854-7_22VIR8632-4/2022_HA|EPI2191141	2022-08-16	South-Western
HA|A/duck/Spain/2095-2_22VIR8632-5/2022_HA|EPI2191149	2022-06-10	South-Western
HA|A/red-backed-hawk/Spain/2313-1_22VIR8632-10/2022_HA|EPI2191061	2022-06-29	South-Western
HA|A/Anser_anser/Spain/2636-3_22VIR8632-11/2022_HA|EPI2191069	2022-06-29	South-Western
HA|A/Anser_anser/Spain/2753-3_22VIR8632-12/2022_HA|EPI2191077	2022-08-03	South-Western
HA|A/Anser_anser/Spain/2825-1_22VIR8632-13/2022_HA|EPI2191085	2022-08-10	South-Western
HA|A/Anser_anser/Spain/810-6_22VIR8632-16/2022_HA|EPI2191093	2022-02-23	South-Western
HA|A/Anas_platyrhynchos_domesticus/Belgium/14735-0001/2022|EPI2314380	2022-12-21	North-Central
HA|A/Falco_peregrinus/Belgium/09358-0005/2022|EPI2314357	2022-07-26	North-Central
HA|A/Cygnus_olor/Belgium/10811-0003/2022|EPI2314364	2022-09-16	North-Central
HA|A/Sterna_hirundo/Belgium/08045-0004/2022|EPI2314337	2022-06-16	North-Central
HA|A/Anser_anser/Belgium/00939-0011/2022|EPI2314325	2022-01-17	North-Central
HA|A/Gallus_gallus/belguim/14733-0001/2022|EPI2314310	2022-12-20	North-Central
HA|A/bearded_vulture/Spain/2116-3_22VIR8632-8/2022_HA|EPI2191157	2022-06-09	South-Western
HA|A/Gallus_gallus/Belgium/00322-0002/2023|EPI2314289	2023-01-10	North-Central
HA|A/bear/France/23P002848/2022|EPI2467160	2022-11-07	South-Western
HA|A/rural_goose/Italy/22VIR10789-2/2022_HA|EPI2220298	2022-11-04	South-Western
HA|A/swan/Italy/22VIR10875-2/2022_HA|EPI2220226	2022-11-07	South-Western
HA|A/turkey/Italy/22VIR11262-1/2022_HA|EPI2220218	2022-11-14	South-Western
HA|A/rural_laying_hen/Italy/22VIR10996-6/2022_HA|EPI2220242	2022-11-08	South-Western
HA|A/swan/Italy/22VIR10995-7/2022_HA|EPI2220234	2022-11-09	South-Western
HA|A/turkey/Italy/22VIR11144-1/2022_HA|EPI2220258	2022-11-13	South-Western
HA|A/rural_chicken/Italy/22VIR10651-4/2022_HA|EPI2220274	2022-11-02	South-Western
HA|A/turkey/Italy/22VIR10627-4/2022_HA|EPI2220266	2022-11-02	South-Western
HA|A/swan/Italy/22VIR10737-10/2022_HA|EPI2220290	2022-11-04	South-Western
HA|A/turkey/Italy/22VIR10733-4/2022_HA|EPI2220282	2022-11-04	South-Western
HA|A/teal/Italy/22VIR10396-5/2022_HA|EPI2220194	2022-10-26	South-Western
HA|A/teal/Italy/22VIR10396-33/2022_HA|EPI2220186	2022-10-26	South-Western
HA|A/chicken/Italy/22VIR11246-6/2022_HA|EPI2220210	2022-11-15	South-Western
HA|A/teal/Italy/22VIR10576-13/2022_HA|EPI2220202	2022-11-02	South-Western
HA|A/Black-headed_gull/Netherlands/14/2023_HA_H5N1_HPAI|EPI2475123	2023-03-01	North-Central
HA|A/Black-headed_gull/Netherlands/22/2023_HA_H5N1_HPAI|EPI2475182	2023-03-04	North-Central
HA|A/Black-headed_gull/Netherlands/21/2023_HA_H5N1_HPAI|EPI2475174	2023-03-05	North-Central
HA|A/Black-headed_gull/Netherlands/19/2023_HA_H5N1_HPAI|EPI2475157	2023-03-03	North-Central
HA|A/Black-headed_gull/Netherlands/17/2023_HA_H5N1_HPAI|EPI2475141	2023-03-05	North-Central
HA|A/Black-headed_gull/Netherlands/15/2023_HA_H5N1_HPAI|EPI2475131	2023-03-01	North-Central
HA|A/European_herring_gull/Netherlands/9/2023_HA_H5N1_HPAI|EPI2475231	2023-03-03	North-Central
HA|A/European_herring_gull/Netherlands/8/2023_HA_H5N1_HPAI|EPI2475223	2023-03-03	North-Central
HA|A/Black-headed_gull/Netherlands/26/2023_HA_H5N1_HPAI|EPI2475215	2023-03-09	North-Central
HA|A/Black-headed_gull/Netherlands/25/2023_HA_H5N1_HPAI|EPI2475207	2023-03-09	North-Central
HA|A/Black-headed_gull/Netherlands/24/2023_HA_H5N1_HPAI|EPI2475199	2023-03-09	North-Central
HA|A/mallard/22P019377/France/2022|EPI2154994	2022-07-06	South-Western
HA|BC25_H5_|EPI2411074	2023-01-13	North-Central
HA|A/Hawaiian_goose/Italy/22VIR9126-7/2022_HA|EPI2220386	2022-09-23	South-Western
HA|A/chicken/France/22P023203/2022|EPI2220390	2022-11-08	South-Western
HA|A/laying_hen/Italy/22VIR10800-2/2022_HA|EPI2220306	2022-11-06	South-Western
HA|A/laying_hen/Italy/22VIR10267-7/2022_HA|EPI2220314	2022-10-25	South-Western
HA|A/swan/Italy/22VIR10097-4/2022_HA|EPI2220354	2022-10-21	South-Western
HA|A/Mallard/Netherlands/25/2022_HA_H5N1_HPAI|EPI2214492	2022-10-18	North-Central
HA|A/Mallard/Netherlands/26/2022_HA_H5N1_HPAI|EPI2214500	2022-10-25	North-Central
HA|A/Common_Teal/Netherlands/3/2022_HA_H5N1_HPAI|EPI2214471	2022-10-22	North-Central
HA|A/Branta_canadensis/Belgium/10393_0025/2022|EPI2436841	2022-08-28	North-Central
HA|A/Meleagris_gallopavo/Belgium/00695_0001/2023|EPI2350467	2023-01-24	North-Central
HA|A/Gallus_gallus/Belgium/00548_0001/2023|EPI2350475	2023-01-19	North-Central
HA|A/great_egret/Luxembourg/23040216/2023|EPI2416426	2023-02-13	North-Central
HA|A/porpoise_/Sweden/SVA220712SZ0367/FB002184/O-2022|EPI2150624	2022-06-29	North-Eastern
HA|A/Mustela_furo/Belgium/14312-0001/2022|EPI2296197	2022-12-08	North-Central
HA|A/Anser_anser/Belgium/12540_0001/2022|EPI2436859	2022-10-24	North-Central
HA|A/Anser_anser/Belgium/14804_0002/2022|EPI2436887	2022-12-18	North-Central
HA|A/common_buzzard/Sweden/SVA221130SZ0475/FB004689/M-2022|EPI2274666	2022-11-25	North-Eastern
HA|A/Greylag_goose/Sweden/SVA221112SZ0323/FB004621/M-2022|EPI2274642	2022-11-18	North-Eastern
HA|A/Mustela_putorius/Belgium/01421_0001/2023|EPI2437035	2023-02-09	North-Central
HA|A/Mustela_furo/Belgium/14312-0002/2022|EPI2296209	2022-12-08	North-Central
HA|A/barnacle_goose/Sweden/SVA220609SZ0600/FB001780/H-2022|EPI2150634	2022-04-28	North-Eastern
HA|A/european_herring_gull/Leningrad_region/RII-WD478S/2023|EPI2759288	2023-08-25	North-Eastern
HA|A/european_herring_gull/Leningrad_region/RII-WD493S/2023|EPI2759312	2023-08-28	North-Eastern
HA|A/peregrine_falcon_/Sweden/SVA231027SZ0234_/FB004372/U-2023|EPI2794533	2023-06-23	North-Eastern
HA|A/european_herring_gull/Leningrad_region/RII-WD312/2023|EPI2759280	2023-08-02	North-Eastern
HA|A/common_tern/Slovenia/PER1276-23MA_23VIR10323-21/2023_HA|EPI2820717	2023-07-20	North-Central
HA|A/mute_swan/Slovenia/PER1486-23TA_23VIR10323-22/2023_HA|EPI2820725	2023-09-11	North-Central
HA|A/guinea_fowl/Italy/23VIR10341-6/2023_HA|EPI2820733	2023-11-16	South-Western
HA|A/chicken/Italy/23VIR10336-32/2023_HA|EPI2820741	2023-11-16	South-Western
HA|A/black-headed_gull/Slovenia/PER1054-23T4A_23VIR10323-16/2023_HA|EPI2820685	2023-05-31	North-Central
HA|A/mediterranean_gull/Slovenia/PER1054-23M6A_23VIR10323-18/2023_HA|EPI2820693	2023-05-31	North-Central
HA|A/house_sparrow/Slovenia/PER351-23MA_23VIR10323-19/2023_HA|EPI2820701	2023-03-03	North-Central
HA|A/white_stork/Slovenia/PER1522-23TA_23VIR10323-20/2023_HA|EPI2820709	2023-09-14	North-Central
HA|A/common_tern/Slovenia/PER942-23K1A_23VIR10323-10/2023_HA|EPI2820653	2023-05-16	North-Central
HA|A/black-headed_gull/Slovenia/PER942-23T4A_23VIR10323-12/2023_HA|EPI2820661	2023-05-16	North-Central
HA|A/black-headed_gull/Slovenia/PER_495-23ma_23VIR10323-13/2023_HA|EPI2820669	2023-03-17	North-Central
HA|A/common_tern/Slovenia/PER1054-23K2A_23VIR10323-14/2023_HA|EPI2820677	2023-05-31	North-Central
HA|A/peregrine_falcon_/Sweden/SVA231017SZ0445/FB004185/U-2023|EPI2794523	2023-07-02	North-Eastern
HA|A/Greylag_goose_/Sweden/SVA231101SZ0522/FB0045269/AB-2023|EPI2794515	2023-10-30	North-Eastern
HA|A/whooper_swan/Sweden/SVA231107SZ0379/FB004549/E-2023|EPI2794507	2023-11-02	North-Eastern
HA|A/barnacle_goose/Sweden/SVA231107SZ0383/FB004550/H-2023|EPI2794499	2023-11-14	North-Eastern
HA|A/Anser_anser/France/22P007390/2022|EPI2725874	2022-02-03	South-Western
HA|A/black-headed_gull/Sweden/SVA230620SZ0298/FB002027/H-2023|EPI2608179	2023-06-15	North-Eastern
HA|A/black-headed_gull/Sweden/SVA230620SZ0298/FB002026/H-2023|EPI2608187	2023-06-15	North-Eastern
HA|A_mink_Finland_471_2023_HA|EPI2697263	2023-07-03	North-Eastern
HA|A/black-headed_gull/Sweden/SVA230620SZ0298/FB002028/H-2023|EPI2608195	2023-06-15	North-Eastern
HA|2023-wk36-21_HA_H5|EPI2750962	2023-05-26	North-Central
HA|A_arctic-fox_Finland_504_2023_HA|EPI2697305	2023-07-10	North-Eastern
HA|A_arctic-fox_Finland_536_2023_HA|EPI2697313	2023-07-14	North-Eastern
HA|A_arctic-fox_Finland_542_2023_HA|EPI2697322	2023-07-14	North-Eastern
HA|A_arctic-fox_Finland_543_2023_HA|EPI2697330	2023-07-14	North-Eastern
HA|A_arctic-fox_Finland_495_2023_HA|EPI2697290	2023-07-10	North-Eastern
HA|A_arctic-fox_Finland_497_2023_HA|EPI2697297	2023-07-10	North-Eastern
HA|A_arctic-fox_Finland_566_2023_HA|EPI2697369	2023-07-17	North-Eastern
HA|A_arctic-fox_Finland_574_2023_HA|EPI2697385	2023-07-18	North-Eastern
HA|A_black-headed-gull_Finland_7895_2023_HA|EPI2697526	2023-07-13	North-Eastern
HA|A_black-headed-gull_Finland_7897_2023_HA|EPI2697542	2023-07-13	North-Eastern
HA|A_black-headed-gull_Finland_8139_2023_HA|EPI2697550	2023-07-19	North-Eastern
HA|A_black-headed-gull_Finland_8241_2023_HA|EPI2697558	2023-07-20	North-Eastern
HA|A_black-headed-gull_Finland_8250_2023_HA|EPI2697566	2023-07-20	North-Eastern
HA|A_arctic-fox_Finland_618_2023_HA|EPI2697432	2023-07-24	North-Eastern
HA|A_arctic-fox_Finland_619_2023_HA|EPI2697440	2023-07-24	North-Eastern
HA|A_arctic-fox_Finland_620_2023_HA|EPI2697448	2023-07-24	North-Eastern
HA|A_arctic-fox_Finland_576_2023_HA|EPI2697401	2023-07-18	North-Eastern
HA|A_arctic-fox_Finland_577_2023_HA|EPI2697409	2023-07-18	North-Eastern
HA|A_arctic-fox_Finland_616_2023_HA|EPI2697424	2023-07-24	North-Eastern
HA|A_raccoon-dog_Finland_555_2023_HA|EPI2697494	2023-07-17	North-Eastern
HA|A_black-headed-gull_Finland_7826_2023_HA|EPI2697510	2023-07-11	North-Eastern
HA|A_fox_Finland_601_2023_HA|EPI2697472	2023-07-20	North-Eastern
HA|A_fox_Finland_603_2023_HA|EPI2697480	2023-07-20	North-Eastern
HA|A_fox_Finland_612_2023_HA|EPI2697488	2023-07-24	North-Eastern
HA|A/Thalasseus_sandvicensis/Belgium/06376_0012/2023|EPI2841611	2023-06-30	North-Central
HA|A/Ichtyaetus_melanocephalus/Belgium/06376_0001/2023|EPI2841603	2023-07-03	North-Central
HA|A/Chroicocephalus_ridibundus/Belgium/06554_0007/2023|EPI2841690	2023-07-07	North-Central
HA|A/Chroicocephalus_ridibundus/Belgium/06376_0013/2023|EPI2841682	2023-06-30	North-Central
HA|A/Chroicocephalus_ridibundus/Belgium/06251_0005/2023|EPI2841713	2023-06-27	North-Central
HA|A/Rissa_tridactyla/Belgium/07522_0001/2023|EPI2841698	2023-08-07	North-Central
HA|A/Larus_argentatus/Belgium/08571_0001/2023|EPI2841706	2023-09-11	North-Central
HA|A/slender-billed_gull/Italy/23VIR5730-10/2023_HA|EPI2611991	2023-06-11	South-Western
HA|A/slender-billed_gull/Italy/23VIR5730-11/2023_HA|EPI2611999	2023-06-11	South-Western
HA|A/black-headed_gull/Italy/23VIR5684-1/2023_HA|EPI2611975	2023-06-11	South-Western
HA|A/environment/Poland/Kra1/2023|EPI2612987	2023-06-09	North-Eastern
HA|A/Eurasian_Wigeon/Netherlands/9/2023_HA_H5N1_HPAI|EPI2904751	2023-12-21	North-Central
HA|A/Falco_peregrinus/Belgium/01823_0003/2023|EPI2540193	2023-03-01	North-Central
HA|A/Gallus_gallus/Belgium/01742_0001/2023|EPI2540185	2023-02-27	North-Central
HA|A_arctic-fox_Finland_660_2023_HA|EPI2697618	2023-07-31	North-Eastern
HA|A/common_tern/Croatia/44-1/2023|EPI2582781	2023-05-15	North-Central
HA|A/peregrine_falcon/Sweden/SVA230725SZ0382/FB002504/M-2023|EPI2744224	2023-06-06	North-Eastern
HA|A/peregrine_falcon/Sweden/SVA230808SZ0403/FB002649/E-2023|EPI2744216	2023-07-20	North-Eastern
HA|A/black-headed_gull/Austria/23072665-002/2023_segment_4|EPI2664942	2023-06-05	North-Central
HA|A/dove/Austria/23067602-001/2023_segment_4|EPI2664934	2023-05-23	North-Central
HA|A/black-headed_gull/Austria/23063745-001/2023_segment_4|EPI2664926	2023-05-12	North-Central
HA|A/black-headed_gull/Austria/23041151-001/2023_segment_4|EPI2664918	2023-03-28	North-Central
