Sequence ID	Sequence name	Collection date	Region	Database
EPI2648218	HA|A/black-headed_gull/Poland/MB148/2023_HA|EPI2648218	2023-04-23	North-Eastern	GISAID
EPI2648192	HA|A/domestic_duck/Poland/H108-K3T1/2023_HA|EPI2648192	2023-02-08	North-Eastern	GISAID
EPI2648191	HA|A/black-headed_gull/Poland/MB081/2023_HA|EPI2648191	2023-02-07	North-Eastern	GISAID
EPI2648196	HA|A/turkey/Poland/H116-T/2023_HA|EPI2648196	2023-02-10	North-Eastern	GISAID
EPI2648195	HA|A/turkey/Poland/H115-T/2023_HA|EPI2648195	2023-02-10	North-Eastern	GISAID
EPI2648194	HA|A/turkey/Poland/H111-T3/2023_HA|EPI2648194	2023-02-10	North-Eastern	GISAID
EPI2648201	HA|A/laying_hen/Poland/H126-KL2/2023_HA|EPI2648201	2023-02-15	North-Eastern	GISAID
EPI2648198	HA|A/mute_swan/Poland/MB113/2023_HA|EPI2648198	2023-02-10	North-Eastern	GISAID
EPI2648205	HA|A/mallard/Poland/MB105/2023_HA|EPI2648205	2023-03-01	North-Eastern	GISAID
EPI2648204	HA|A/mute_swan/Poland/MB107/2023_HA|EPI2648204	2023-02-23	North-Eastern	GISAID
EPI2648203	HA|A/chicken/Poland/H130-T/2023_HA|EPI2648203	2023-02-20	North-Eastern	GISAID
EPI2557211	HA|A/grey_seal/Netherlands/302579/2023_HA|EPI2557211	2023-01-01	North-Central	GISAID
EPI2648241	HA|A/common_tern/Poland/MB247-5/2023_HA|EPI2648241	2023-05-30	North-Eastern	GISAID
EPI2648240	HA|A/black-headed_gull/Poland/MB211/2023_HA|EPI2648240	2023-05-14	North-Eastern	GISAID
EPI2648239	HA|A/black-headed_gull/Poland/MB210/2023_HA|EPI2648239	2023-05-16	North-Eastern	GISAID
EPI2557227	HA|A/grey_seal/Netherlands/30448/2023_HA|EPI2557227	2023-01-01	North-Central	GISAID
EPI2557219	HA|A/grey_seal/Netherlands/302603/2023_HA|EPI2557219	2023-01-01	North-Central	GISAID
EPI2648238	HA|A/black-headed_gull/Poland/MB209-NJ/2023_HA|EPI2648238	2023-01-01	North-Eastern	GISAID
EPI2648245	HA|A/black-headed_gull/Poland/MB238-m1-2/2023_HA|EPI2648245	2023-05-31	North-Eastern	GISAID
EPI2648244	HA|A/black-headed_gull/Poland/MB221-TKLM/2023_HA|EPI2648244	2023-05-17	North-Eastern	GISAID
EPI2648243	HA|A/bald_eagle/Poland/MB218-NJM/2023_HA|EPI2648243	2023-05-18	North-Eastern	GISAID
EPI2648248	HA|A/black-headed_gull/Poland/MB238-m3/2023_HA|EPI2648248	2023-05-31	North-Eastern	GISAID
EPI2648247	HA|A/black-headed_gull/Poland/MB237-T3/2023_HA|EPI2648247	2023-05-30	North-Eastern	GISAID
EPI2648246	HA|A/tern/Poland/MB245-M/2023_HA|EPI2648246	2023-01-01	North-Eastern	GISAID
EPI2648225	HA|A/black-headed_gull/Poland/MB166/2023_HA|EPI2648225	2023-05-05	North-Eastern	GISAID
EPI2648224	HA|A/black-headed_gull/Poland/MB159/2023_HA|EPI2648224	2023-05-01	North-Eastern	GISAID
EPI2648223	HA|A/black-headed_gull/Poland/MB156/2023_HA|EPI2648223	2023-05-02	North-Eastern	GISAID
EPI2648222	HA|A/black-headed_gull/Poland/MB152/2023_HA|EPI2648222	2023-04-28	North-Eastern	GISAID
EPI2648229	HA|A/black-headed_gull/Poland/MB180-NMJ/2023_HA|EPI2648229	2023-05-09	North-Eastern	GISAID
EPI2648228	HA|A/black-headed_gull/Poland/MB176-M6/2023_HA|EPI2648228	2023-05-05	North-Eastern	GISAID
EPI2648227	HA|A/black-headed_gull/Poland/MB168-M2/2023_HA|EPI2648227	2023-05-05	North-Eastern	GISAID
EPI2648226	HA|A/oyster_catcher/Poland/MB167/2023_HA|EPI2648226	2023-05-08	North-Eastern	GISAID
EPI2648233	HA|A/black-headed_gull/Poland/MB185-NJ/2023_HA|EPI2648233	2023-05-10	North-Eastern	GISAID
EPI2648232	HA|A/common_tern/Poland/MB182-NJ/2023_HA|EPI2648232	2023-05-10	North-Eastern	GISAID
EPI2648231	HA|A/black-headed_gull/Poland/MB181-6/2023_HA|EPI2648231	2023-05-10	North-Eastern	GISAID
EPI2648230	HA|A/black-headed_gull/Poland/MB181-4/2023_HA|EPI2648230	2023-05-10	North-Eastern	GISAID
EPI2648237	HA|A/Mediterranean_gull/Poland/MB204/2023_HA|EPI2648237	2023-05-08	North-Eastern	GISAID
EPI2648236	HA|A/mute_swan/Poland/MB203-NJ/2023_HA|EPI2648236	2023-05-11	North-Eastern	GISAID
EPI2648235	HA|A/black-headed_gull/Poland/MB198-NJ/2023_HA|EPI2648235	2023-05-11	North-Eastern	GISAID
EPI2648234	HA|A/black-headed_gull/Poland/MB196-NJ/2023_HA|EPI2648234	2023-05-11	North-Eastern	GISAID
EPI2557239	HA|A/Eurasian_eagle-owl_/Sweden/SVA230412SZ0463/FB001085/W-2023|EPI2557239	2023-04-04	North-Eastern	GISAID
EPI2557247	HA|A/white_stork_/Sweden/SVA230414SZ0322/FB001111/M-2023|EPI2557247	2023-04-07	North-Eastern	GISAID
EPI2649346	HA|A/turkey/Poland/H23-K2T/23_HA|EPI2649346	2023-01-04	North-Eastern	GISAID
EPI2649349	HA|A/domestic_duck/Poland/H485-N/22_HA|EPI2649349	2022-12-29	North-Eastern	GISAID
EPI2649348	HA|A/laying_hen/Poland/H30-T/23_HA|EPI2649348	2023-01-08	North-Eastern	GISAID
EPI2649347	HA|A/domestic_duck/Poland/H31-T/23_HA|EPI2649347	2023-01-09	North-Eastern	GISAID
EPI2649351	HA|A/domestic_duck/Poland/H487-T/22_HA|EPI2649351	2022-12-28	North-Eastern	GISAID
EPI2557255	HA|A/black-headed_gull_/Sweden/SVA230424SZ0189/FB1178/AB-2023|EPI2557255	2023-04-24	North-Eastern	GISAID
EPI2887175	HA|A/mute_swan/Croatia/85-1/2023|EPI2887175	2023-12-19	North-Central	GISAID
EPI2766638	HA|A/grey_heron/Croatia/132-b/2021|EPI2766638	2021-12-08	North-Central	GISAID
EPI2766646	HA|A/grey_heron/Croatia/132-a/2021|EPI2766646	2021-11-16	North-Central	GISAID
EPI2766698	HA|A/pheasant/Denmark/07972-1.03/2022-09-12|EPI2766698	2022-09-12	North-Eastern	GISAID
EPI2701104	HA|A/layer/Italy/23VIR3658-2/2023|EPI2701104	2023-04-17	South-Western	GISAID
EPI2930829	HA|A/bean_goose/Poland/MB331/2023|EPI2930829	2023-12-13	North-Eastern	GISAID
EPI2930845	HA|A/chicken/Poland/H509-T/2023|EPI2930845	2023-10-06	North-Eastern	GISAID
EPI2930837	HA|A/chicken/Poland/H512-J/2023|EPI2930837	2023-10-13	North-Eastern	GISAID
EPI2930700	HA|A/turkey/Poland/H555-NM/2023|EPI2930700	2023-12-26	North-Eastern	GISAID
EPI2930686	HA|A/turkey/Poland/H554-W10/2023|EPI2930686	2023-12-26	North-Eastern	GISAID
EPI2930670	HA|A/domestic_goose/Poland/H553-T1/2023|EPI2930670	2023-12-20	North-Eastern	GISAID
EPI2930749	HA|A/mute_swan/Poland/MB333/2023|EPI2930749	2023-12-21	North-Eastern	GISAID
EPI2930765	HA|A/mute_swan/Poland/MB006/2024|EPI2930765	2023-12-30	North-Eastern	GISAID
EPI2667806	HA|A/Black-headed_gull/Netherlands/6/2023_HPAI_H5|EPI2667806	2023-02-09	North-Central	GISAID
EPI2667800	HA|A/Black-headed_gull/Netherlands/5/2023_HPAI_H5|EPI2667800	2023-02-08	North-Central	GISAID
EPI2930821	HA|A/turkey/Poland/H551-T1/2023|EPI2930821	2023-12-18	North-Eastern	GISAID
EPI2930811	HA|A/turkey/Poland/H542-NM/2023|EPI2930811	2023-12-06	North-Eastern	GISAID
EPI2815290	HA|A/common_crane/Croatia/77/2023|EPI2815290	2023-11-15	North-Central	GISAID
EPI2796095	HA|A/herring_gull/Germany-NI/2023AI08764/2023_seg4|EPI2796095	2023-11-03	North-Central	GISAID
EPI2931706	HA|BC10_11/24-2_H5|EPI2931706	2023-12-31	North-Central	GISAID
EPI2931714	HA|BC13_11/24-3_H5|EPI2931714	2023-12-31	North-Central	GISAID
EPI2815287	HA|A/crane/Austria/23152961-001/2023_segment_4|EPI2815287	2023-11-21	North-Central	GISAID
EPI2815239	HA|A/mute_swan/Austria/23142691-001/2023_segment_4|EPI2815239	2023-10-31	North-Central	GISAID
EPI2815271	HA|A/crane/Austria/23149044-011/2023_segment_4|EPI2815271	2023-11-14	North-Central	GISAID
EPI2815263	HA|A/crane/Austria/23149044-010/2023_segment_4|EPI2815263	2023-11-14	North-Central	GISAID
EPI2815255	HA|A/crane/Austria/23141747-001/2023_segment_4|EPI2815255	2023-10-27	North-Central	GISAID
EPI2815247	HA|A/mute_swan/Austria/23149073-001/2023_segment_4|EPI2815247	2023-11-14	North-Central	GISAID
EPI2525188	HA|A/duck/Lower_Austria/23000036/2023|EPI2525188	2023-01-02	North-Central	GISAID
EPI2585267	HA|A/Gallus_gallus/Belgium/03329_0001/2023|EPI2585267	2023-04-14	North-Central	GISAID
EPI2585259	HA|A/Falco_peregrinus/Belgium/02423_0004/2023|EPI2585259	2023-03-15	North-Central	GISAID
EPI2585251	HA|A/Buteo_buteo/Belgium/02423_0003/2023|EPI2585251	2023-03-15	North-Central	GISAID
EPI2585300	HA|A/Vulpes_Vulpes/Belgium/03704_0001/2023|EPI2585300	2023-04-14	North-Central	GISAID
EPI2585292	HA|A/Vulpes_Vulpes/Belgium/03703_0007/2023|EPI2585292	2023-04-14	North-Central	GISAID
EPI2585317	HA|A/Vulpes_Vulpes/Belgium/04018_0005/2023|EPI2585317	2023-04-24	North-Central	GISAID
EPI2585308	HA|A/Vulpes_Vulpes/Belgium/04016_0001/2023|EPI2585308	2023-04-24	North-Central	GISAID
EPI2585275	HA|A/Vulpes_Vulpes/Belgium/03703_0001/2023|EPI2585275	2023-04-14	North-Central	GISAID
EPI2525936	HA|Node_wien_hoeckerschwan_22155612_segment_4|EPI2525936	2022-12-28	North-Central	GISAID
EPI2585283	HA|A/Vulpes_Vulpes/Belgium/03703_0003/2023|EPI2585283	2023-04-14	North-Central	GISAID
EPI2816120	HA|A_red_fox_Denmark_08303-1.01_2023-04-29(H5N1)|EPI2816120	2023-04-29	North-Eastern	GISAID
EPI2576149	HA|A/red_fox/Denmark/08658-2.02-2/2022|EPI2576149	2022-04-28	North-Eastern	GISAID
EPI2576141	HA|A/red_fox/Denmark/08658-1.01/2022|EPI2576141	2022-04-28	North-Eastern	GISAID
EPI2816035	HA|2023-wk49-04_HA_H5|EPI2816035	2023-12-01	North-Central	GISAID
EPI2816019	HA|2023-wk49-01_HA_H5|EPI2816019	2023-11-24	North-Central	GISAID
EPI2616166	HA|A/domestic_cat/Poland/H256-G/2023(H5N1)_HA|EPI2616166	2023-06-24	North-Eastern	GISAID
EPI2616158	HA|A/domestic_cat/Poland/H255-M/2023(H5N1)_HA|EPI2616158	2023-06-21	North-Eastern	GISAID
EPI2616198	HA|A/domestic_cat/Poland/H267-W/2023(H5N1)_HA|EPI2616198	2023-06-25	North-Eastern	GISAID
EPI2616190	HA|A/domestic_cat/Poland/H266-W/2023(H5N1)_HA|EPI2616190	2023-06-19	North-Eastern	GISAID
EPI2616214	HA|A/domestic_cat/Poland/H271-W/2023(H5N1)_HA|EPI2616214	2023-06-25	North-Eastern	GISAID
EPI2616222	HA|A/domestic_cat/Poland/H277-W1/2023(H5N1)_HA|EPI2616222	2023-06-26	North-Eastern	GISAID
EPI2576157	HA|A/red_fox/Denmark/08658-3.02-2/2022|EPI2576157	2022-04-28	North-Eastern	GISAID
EPI2849842	HA|A/European_herring_gull/Netherlands/18/2023_HA_H5N1_HPAI|EPI2849842	2023-11-12	North-Central	GISAID
EPI2849812	HA|A/Mallard/Netherlands/10/2023_HA_H5N1_HPAI|EPI2849812	2023-11-09	North-Central	GISAID
EPI2849828	HA|A/European_herring_gull/Netherlands/17/2023_HA_H5N1_HPAI|EPI2849828	2023-11-12	North-Central	GISAID
EPI2849797	HA|A/Mallard/Netherlands/9/2023_HA_H5N1_HPAI|EPI2849797	2023-11-03	North-Central	GISAID
EPI2799824	HA|A/Eurasian_teal/Denmark/08501-7/2023-11-07|EPI2799824	2023-11-07	North-Eastern	GISAID
EPI2799832	HA|A/chicken/Denmark/07430-3/2023-09-26|EPI2799832	2023-09-26	North-Eastern	GISAID
EPI2850427	HA|A/barnacle_goose/Sweden/SVA231201SZ0276/FB004872/K-2023|EPI2850427	2023-11-25	North-Eastern	GISAID
EPI2850419	HA|A/barnacle_goose/Sweden/SVA231201SZ0276/FB004873/K-2023|EPI2850419	2023-11-24	North-Eastern	GISAID
EPI2526385	HA|Node_gaenserndorf_silberriher_23000725-1_segment_4|EPI2526385	2023-01-04	North-Central	GISAID
EPI2526377	HA|Node_melk_hoeckerschwan_23000053-1_segment_4|EPI2526377	2023-01-04	North-Central	GISAID
EPI2526481	HA|Node_linz-land_ente_23005712-2_segment_4|EPI2526481	2023-01-18	North-Central	GISAID
EPI2526473	HA|Node_kufstein_ente_23011160_segment_4|EPI2526473	2023-01-31	North-Central	GISAID
EPI2526465	HA|Node_kufstein_pelikan_23007098_segment_4|EPI2526465	2023-01-20	North-Central	GISAID
EPI2526457	HA|Node_kufstein_gans_23005657-3_segment_4|EPI2526457	2023-01-18	North-Central	GISAID
EPI2526489	HA|Node_perg_hoeckerschwan_23015300_segment_4|EPI2526489	2023-02-08	North-Central	GISAID
EPI2526417	HA|Node_braunau_pfau_23006906-4_segment_4|EPI2526417	2023-01-20	North-Central	GISAID
EPI2526409	HA|Node_braunau_gefluegel_23006928-15_segment_4|EPI2526409	2023-01-20	North-Central	GISAID
EPI2526401	HA|Node_braunau_gefluegel_23003433-2_segment_4|EPI2526401	2023-01-12	North-Central	GISAID
EPI2526449	HA|Node_krems_hoeckerschwan_23005071_segment_4|EPI2526449	2023-01-17	North-Central	GISAID
EPI2526441	HA|Node_klagenfurt_moewe_23033648_segment_4|EPI2526441	2023-03-14	North-Central	GISAID
EPI2526433	HA|Node_gmunden_moewe_23029679_segment_4|EPI2526433	2023-03-07	North-Central	GISAID
EPI2526425	HA|Node_bregenz_moewe_23037203-001_segment_4|EPI2526425	2023-01-21	North-Central	GISAID
EPI2526545	HA|Node_wien_moewe_23006953_segment_4|EPI2526545	2023-01-20	North-Central	GISAID
EPI2526537	HA|Node_voelklarbruck_hoeckerschwan_23003984_segment_4|EPI2526537	2023-01-13	North-Central	GISAID
EPI2526521	HA|Node_tulln_blassspoetter_23019246_segment_4|EPI2526521	2023-02-16	North-Central	GISAID
EPI2526569	HA|Node_wien_moewe_23013413-003_segment_4|EPI2526569	2023-01-23	North-Central	GISAID
EPI2526561	HA|Node_wienmoewe_23010977-001_segment_4|EPI2526561	2023-01-30	North-Central	GISAID
EPI2526505	HA|Node_salzburg-stadt_graugans_23011163_segment_4|EPI2526505	2023-01-31	North-Central	GISAID
EPI2526497	HA|Node_salzburgland_moewe_23031105-002_segment_4|EPI2526497	2023-03-08	North-Central	GISAID
EPI2526601	HA|Node_wien_moewe_23036780-003_segment_4|EPI2526601	2023-03-20	North-Central	GISAID
EPI2526593	HA|Node_wien_falke_23032458_segment_4|EPI2526593	2023-03-10	North-Central	GISAID
EPI2526585	HA|Node_wien_moewe_23024615_segment_4|EPI2526585	2023-02-24	North-Central	GISAID
EPI2669558	HA|A/goose/Magadan/2272-5/22|EPI2669558	2022-10-09	North-Eastern	GISAID
EPI2530095	HA|A/Black-headed_gull/Netherlands/35/2023_HA_H5N1_HPAI|EPI2530095	2023-04-03	North-Central	GISAID
EPI2530079	HA|A/Black-headed_gull/Netherlands/33/2023_HA_H5N1_HPAI|EPI2530079	2023-03-30	North-Central	GISAID
EPI2530071	HA|A/Black-headed_gull/Netherlands/32/2023_HA_H5N1_HPAI|EPI2530071	2023-03-30	North-Central	GISAID
EPI2530127	HA|A/Great_black-backed_gull/Netherlands/4/2023_HA_H5N1_HPAI|EPI2530127	2023-04-11	North-Central	GISAID
EPI2530119	HA|A/European_herring_gull/Netherlands/13/2023_HA_H5N1_HPAI|EPI2530119	2023-04-03	North-Central	GISAID
EPI2530111	HA|A/European_herring_gull/Netherlands/12/2023_HA_H5N1_HPAI|EPI2530111	2023-04-11	North-Central	GISAID
EPI2530103	HA|A/Black-headed_gull/Netherlands/36/2023_HA_H5N1_HPAI|EPI2530103	2023-04-07	North-Central	GISAID
EPI2530047	HA|A/Black-headed_gull/Netherlands/29/2023_HA_H5N1_HPAI|EPI2530047	2023-03-29	North-Central	GISAID
EPI2778898	HA|A/peregrine_falcon/Germany-NI/2023AI07594/2023_seg4|EPI2778898	2023-09-07	North-Central	GISAID
EPI2778891	HA|A/chicken/Germany-BY/2023AI04818-AK5023/2023_seg4|EPI2778891	2023-05-22	North-Central	GISAID
EPI2536815	HA|A/Stone_Marten/Netherlands/1/2022_HA|EPI2536815	2022-01-16	North-Central	GISAID
EPI2638926	HA|A/brant/Germany-HH/AI02419/2022_seg4|EPI2638926	2022-04-08	North-Central	GISAID
EPI2638757	HA|A/red_knot/Germany-SH/AI00616/2022_seg4|EPI2638757	2022-01-10	North-Central	GISAID
EPI2559647	HA|A/black-headed_gull/Italy/23VIR2153-1/2023_HA|EPI2559647	2023-03-09	South-Western	GISAID
EPI2559639	HA|A/black-headed_gull/Italy/23VIR2152-1/2023_HA|EPI2559639	2023-03-09	South-Western	GISAID
EPI2559663	HA|A/black-headed_gull/Italy/23VIR2233-4/2023_HA|EPI2559663	2023-03-13	South-Western	GISAID
EPI2559655	HA|A/little_gull/Italy/23VIR2222-2/2023_HA|EPI2559655	2023-03-12	South-Western	GISAID
EPI2559615	HA|A/chicken/Italy/23VIR2802-7/2023_HA|EPI2559615	2023-03-27	South-Western	GISAID
EPI2559607	HA|A/black-headed_gull/Italy/23VIR2556-2/2023_HA|EPI2559607	2023-03-20	South-Western	GISAID
EPI2559631	HA|A/black-headed_gull/Italy/23VIR2046-6/2023_HA|EPI2559631	2023-03-10	South-Western	GISAID
EPI2559623	HA|A/black-headed_gull/Italy/23VIR2039-6/2023_HA|EPI2559623	2023-03-07	South-Western	GISAID
EPI2559575	HA|A/black-headed_gull/Italy/23VIR3132-4/2023_HA|EPI2559575	2023-03-08	South-Western	GISAID
EPI2559599	HA|A/chicken/Italy/23VIR3022-15/2023_HA|EPI2559599	2023-03-30	South-Western	GISAID
EPI2559591	HA|A/chicken/Italy/23VIR3021-13/2023_HA|EPI2559591	2023-04-02	South-Western	GISAID
EPI2559543	HA|A/fox/Italy/23VIR3885-1/2023_HA|EPI2559543	2023-04-07	South-Western	GISAID
EPI2559567	HA|A/black-headed_gull/Italy/23VIR2787-2/2023_HA|EPI2559567	2023-03-07	South-Western	GISAID
EPI2559775	HA|A/black-headed_gull/Italy/23VIR1481-4/2023_HA|EPI2559775	2023-02-18	South-Western	GISAID
EPI2559783	HA|A/black-headed_gull/Italy/23VIR1483-4/2023_HA|EPI2559783	2023-02-16	South-Western	GISAID
EPI2559743	HA|A/black-headed_gull/Italy/23VIR1429-16/2023_HA|EPI2559743	2023-02-21	South-Western	GISAID
EPI2559735	HA|A/black-headead_gull/Italy/23VIR1667-1/2023_HA|EPI2559735	2023-02-28	South-Western	GISAID
EPI2559759	HA|A/black-headed_gull/Italy/23VIR1476-3/2023_HA|EPI2559759	2023-02-21	South-Western	GISAID
EPI2559751	HA|A/black-headed_gull/Italy/23VIR1430-8/2023_HA|EPI2559751	2023-02-17	South-Western	GISAID
EPI2559711	HA|A/black-headead_gull/Italy/23VIR1633-3/2023_HA|EPI2559711	2023-02-27	South-Western	GISAID
EPI2559727	HA|A/black-headead_gull/Italy/23VIR1659-4/2023_HA|EPI2559727	2023-02-23	South-Western	GISAID
EPI2559719	HA|A/black-headead_gull/Italy/23VIR1658-4/2023_HA|EPI2559719	2023-02-20	South-Western	GISAID
EPI2559671	HA|A/yellow-legged_gull/Italy/23VIR2234-2/2023_HA|EPI2559671	2023-03-13	South-Western	GISAID
EPI2559695	HA|A/black-headed_gull/Italy/23VIR2383-2/2023_HA|EPI2559695	2023-03-13	South-Western	GISAID
EPI2559687	HA|A/black-headed_gull/Italy/23VIR2309-1/2023_HA|EPI2559687	2023-03-14	South-Western	GISAID
EPI2559895	HA|A/black-headed_gull/Italy/23VIR1204-1/2023_HA|EPI2559895	2023-02-12	South-Western	GISAID
EPI2559919	HA|A/black-headed_gull/Italy/23VIR1310-3/2023_HA|EPI2559919	2023-02-15	South-Western	GISAID
EPI2559863	HA|A/black-headed_gull/Italy/23VIR1203-6/2023_HA|EPI2559863	2023-02-10	South-Western	GISAID
EPI2559887	HA|A/black-headed_gull/Italy/23VIR1203-9/2023_HA|EPI2559887	2023-02-10	South-Western	GISAID
EPI2559839	HA|A/black-headed_gull/Italy/23VIR1203-3/2023_HA|EPI2559839	2023-02-10	South-Western	GISAID
EPI2559831	HA|A/black-headed_gull/Italy/23VIR1203-2/2023_HA|EPI2559831	2023-02-10	South-Western	GISAID
EPI2559847	HA|A/black-headed_gull/Italy/23VIR1203-4/2023_HA|EPI2559847	2023-02-10	South-Western	GISAID
EPI2560047	HA|A/rural_goose/Italy/22VIR11820-5/2022_HA|EPI2560047	2022-11-23	South-Western	GISAID
EPI2559999	HA|A/flamingo/Italy/22VIR11417-3/2022_HA|EPI2559999	2022-11-14	South-Western	GISAID
EPI2559991	HA|A/guinea_fowl/Italy/22VIR12135-1/2022_HA|EPI2559991	2022-11-29	South-Western	GISAID
EPI2560015	HA|A/rural_chicken/Italy/22VIR10636-8/2022_HA|EPI2560015	2022-11-03	South-Western	GISAID
EPI2560007	HA|A/rural_turkey/Italy/22VIR10636-5/2022_HA|EPI2560007	2022-11-03	South-Western	GISAID
EPI2559967	HA|A/black-headed_gull/Italy/23VIR1109-4/2023_HA|EPI2559967	2023-01-31	South-Western	GISAID
EPI2559959	HA|A/black-headed_gull/Italy/23VIR1105-4/2023_HA|EPI2559959	2023-01-25	South-Western	GISAID
EPI2559927	HA|A/swan/Italy/23VIR1077-2/2023_HA|EPI2559927	2023-02-02	South-Western	GISAID
EPI2560159	HA|A/turkey/Spain/613-56_23VIR1687-22/2023_HA|EPI2560159	2023-02-07	South-Western	GISAID
EPI2560151	HA|A/seagull/Spain/298-46_23VIR1687-21/2023_HA|EPI2560151	2023-01-20	South-Western	GISAID
EPI2560175	HA|A/black-headead_gull/Spain/840-3_23VIR1687-25/2023_HA|EPI2560175	2023-02-10	South-Western	GISAID
EPI2560167	HA|A/black-headead_gull/Spain/824-9_23VIR1687-24/2023_HA|EPI2560167	2023-02-09	South-Western	GISAID
EPI2560127	HA|A/seagull/Spain/4878-10_23VIR1687-18/2022_HA|EPI2560127	2022-12-25	South-Western	GISAID
EPI2560119	HA|A/seagull/Spain/4878-9_23VIR1687-17/2022_HA|EPI2560119	2022-12-21	South-Western	GISAID
EPI2560135	HA|A/goose/Spain/4727-22_23VIR1687-1/2022_HA|EPI2560135	2022-12-14	South-Western	GISAID
EPI2560095	HA|A/gray_heron/Spain/4688-3_23VIR1687-13/2022_HA|EPI2560095	2022-11-08	South-Western	GISAID
EPI2560087	HA|A/seagull/Spain/4621-1_23VIR1687-12/2022_HA|EPI2560087	2022-12-02	South-Western	GISAID
EPI2560111	HA|A/yellow-legged_gull/Spain/4836-4_23VIR1687-16/2022_HA|EPI2560111	2022-12-20	South-Western	GISAID
EPI2560103	HA|A/gray_heron/Spain/4836-1_23VIR1687-15/2022_HA|EPI2560103	2022-12-19	South-Western	GISAID
EPI2560063	HA|A/mute_swan/Slovenia/124_23VIR1977-4/2023_HA|EPI2560063	2023-01-31	North-Central	GISAID
EPI2560055	HA|A/mute_swan/Slovenia/6_23VIR1977-3/2023_HA|EPI2560055	2023-01-04	North-Central	GISAID
EPI2560079	HA|A/Eurasian_eagle-owl/Slovenia/142_23VIR1977-6/2023_HA|EPI2560079	2023-02-02	North-Central	GISAID
EPI2560071	HA|A/black_swan/Slovenia/137_23VIR1977-5/2023_HA|EPI2560071	2023-02-02	North-Central	GISAID
EPI2560287	HA|A/chicken/Slovakia/145-swab_23VIR1686-7/2023_HA|EPI2560287	2023-01-27	North-Central	GISAID
EPI2560279	HA|A/domestic_goose/Slovakia/140_23VIR1686-6/2023_HA|EPI2560279	2023-01-21	North-Central	GISAID
EPI2560295	HA|A/chicken/Slovakia/145-organs_23VIR1686-8/2023_HA|EPI2560295	2023-01-27	North-Central	GISAID
EPI2560255	HA|A/chicken/Slovakia/25-brain_23VIR1686-3/2023_HA|EPI2560255	2023-01-12	North-Central	GISAID
EPI2560263	HA|A/mute_swan/Slovakia/51_23VIR1686-4/2023_HA|EPI2560263	2023-01-17	North-Central	GISAID
EPI2560223	HA|A/chicken/Slovakia/153-organs_23VIR1686-11/2023_HA|EPI2560223	2023-01-30	North-Central	GISAID
EPI2560191	HA|A/common_buzzard/Spain/88-1_23VIR1687-5/2023_HA|EPI2560191	2023-01-03	South-Western	GISAID
EPI2560183	HA|A/barnacle_goose/Spain/4740-5_23VIR1687-3/2022_HA|EPI2560183	2022-12-15	South-Western	GISAID
EPI2560207	HA|A/black-headead_gull/Spain/512-7_23VIR1687-7/2023_HA|EPI2560207	2023-01-31	South-Western	GISAID
EPI2560311	HA|A/chicken/Estonia/TA-2304130_23VIR3148-1/2023_HA|EPI2560311	2023-02-15	North-Eastern	GISAID
EPI2893387	HA|A/Eurasian_Wigeon/Netherlands/5/2023_HA_H5N1_HPAI|EPI2893387	2023-11-27	North-Central	GISAID
EPI2893419	HA|A/Common_Buzzard/Netherlands/1/2023_HA_H5N1_HPAI|EPI2893419	2023-03-14	North-Central	GISAID
EPI2652335	HA|A/domestic_duck/Poland/H93-T1/2023_HA|EPI2652335	2023-01-19	North-Eastern	GISAID
EPI2670206	HA|A/crow/Khabarovsk/776-56/2022|EPI2670206	2022-04-15	North-Eastern	GISAID
EPI2745876	HA|A/black-headed_gull/Denmark/06169-1.01/2023-07-30|EPI2745876	2023-07-30	North-Eastern	GISAID
EPI2745868	HA|A/mute_swan/Denmark/06134-1.02/2023-07-27|EPI2745868	2023-07-27	North-Eastern	GISAID
EPI2745884	HA|A/black-headed_gull/Denmark/05877-1.01/2023-06-22|EPI2745884	2023-06-22	North-Eastern	GISAID
EPI2745860	HA|A/mute_swan/Denmark/06339-1.01/2023-08-05|EPI2745860	2023-08-05	North-Eastern	GISAID
EPI2536839	HA|A/Fox/Netherlands/EMC7/2022_HA|EPI2536839	2022-09-13	North-Central	GISAID
EPI2758655	HA|A/black-headed_gull/Leningrad_region/RII-WD299/|EPI2758655	2023-02-02	North-Eastern	GISAID
EPI2792275	HA|MH146144_HA_cons|EPI2792275	2023-10-11	North-Eastern	GISAID
EPI2792299	HA|MH146147_HA_cons|EPI2792299	2023-10-11	North-Eastern	GISAID
EPI2792307	HA|MH146151_HA_cons|EPI2792307	2023-10-11	North-Eastern	GISAID
EPI2587302	HA|A/Black-headed_Gull/Netherlands/70/2023_HA|EPI2587302	2023-05-05	North-Central	GISAID
EPI2587294	HA|A/Black-headed_Gull/Netherlands/69/2023_HA|EPI2587294	2023-05-05	North-Central	GISAID
EPI2587286	HA|A/Black-headed_Gull/Netherlands/68/2023_HA|EPI2587286	2023-05-05	North-Central	GISAID
EPI2779171	HA|A/Chroicocephalus_ridibundus/Belgium/06764_0001/2023|EPI2779171	2023-07-09	North-Central	GISAID
EPI2792227	HA|MH146135_HA_cons|EPI2792227	2023-10-11	North-Eastern	GISAID
EPI2587280	HA|A/Black-headed_Gull/Netherlands/67/2023_HA|EPI2587280	2023-05-05	North-Central	GISAID
