Sequence ID	Sequence name	Collection date	Region	Database
EPI2278321	HA|A/canada_goose/England/395873/2022|EPI2278321	2022-11-30	North-Central	GISAID
EPI2278241	HA|A/mute_swan/England/333688/2022|EPI2278241	2022-11-24	North-Central	GISAID
EPI2278249	HA|A/mute_swan/England/333694/2022|EPI2278249	2022-11-24	North-Central	GISAID
EPI2278225	HA|A/pheasant/England/119954/2022|EPI2278225	2022-12-06	North-Central	GISAID
EPI2278233	HA|A/pheasant/England/119956/2022|EPI2278233	2022-12-06	North-Central	GISAID
EPI2278273	HA|A/mute_swan/England/334590/2022|EPI2278273	2022-12-01	North-Central	GISAID
EPI2278281	HA|A/common_buzzard/England/334939/2022|EPI2278281	2022-12-05	North-Central	GISAID
EPI2278257	HA|A/mute_swan/England/334508/2022|EPI2278257	2022-12-01	North-Central	GISAID
EPI2278265	HA|A/canada_goose/England/334519/2022|EPI2278265	2022-12-01	North-Central	GISAID
EPI2278177	HA|A/canada_goose/England/119770/2022|EPI2278177	2022-11-30	North-Central	GISAID
EPI2278185	HA|A/mute_swan/England/119898/2022|EPI2278185	2022-12-05	North-Central	GISAID
EPI2278161	HA|A/mute_swan/England/119728/2022|EPI2278161	2022-11-30	North-Central	GISAID
EPI2278169	HA|A/canada_goose/England/119759/2022|EPI2278169	2022-12-01	North-Central	GISAID
EPI2278209	HA|A/greylag_goose/England/119927/2022|EPI2278209	2022-12-06	North-Central	GISAID
EPI2278217	HA|A/canada_goose/England/119929/2022|EPI2278217	2022-12-06	North-Central	GISAID
EPI2278193	HA|A/greylag_goose/England/119911/2022|EPI2278193	2022-12-06	North-Central	GISAID
EPI2278201	HA|A/mute_swan/England/119920/2022|EPI2278201	2022-12-06	North-Central	GISAID
EPI2278121	HA|A/mute_swan/England/119557/2022|EPI2278121	2022-11-24	North-Central	GISAID
EPI2278097	HA|A/greylag_goose/England/255248/2022|EPI2278097	2022-11-30	North-Central	GISAID
EPI2278105	HA|A/peregrine_falcon/England/255567/2022|EPI2278105	2022-12-03	North-Central	GISAID
EPI2278145	HA|A/black-headed_gull/England/119705/2022|EPI2278145	2022-12-01	North-Central	GISAID
EPI2278153	HA|A/mute_swan/England/119719/2022|EPI2278153	2022-12-01	North-Central	GISAID
EPI2278129	HA|A/domestic_goose/England/119665/2022|EPI2278129	2022-11-23	North-Central	GISAID
EPI2278137	HA|A/black-headed_gull/England/119699/2022|EPI2278137	2022-12-01	North-Central	GISAID
EPI2278049	HA|A/chicken/England/169222/2022|EPI2278049	2022-12-14	North-Central	GISAID
EPI2278057	HA|A/domestic_goose/England/169312/2022|EPI2278057	2022-12-14	North-Central	GISAID
EPI2278033	HA|A/chicken/Scotland/163935/2022|EPI2278033	2022-12-06	North-Central	GISAID
EPI2278041	HA|A/domestic_duck/England/164793/2022|EPI2278041	2022-12-06	North-Central	GISAID
EPI2278089	HA|A/greylag_goose/England/316980/2022|EPI2278089	2022-12-04	North-Central	GISAID
EPI2278065	HA|A/pink-footed_goose/Scotland/163834/2022|EPI2278065	2022-11-30	North-Central	GISAID
EPI2278073	HA|A/pink-footed_goose/Scotland/163839/2022|EPI2278073	2022-11-24	North-Central	GISAID
EPI2277993	HA|A/Chicken/England/159529/2022|EPI2277993	2022-11-26	North-Central	GISAID
EPI2277969	HA|A/Barnacle_goose/Northern_Ireland/159014/2022|EPI2277969	2022-11-17	North-Central	GISAID
EPI2277977	HA|A/Chicken/England/159386/2022|EPI2277977	2022-11-25	North-Central	GISAID
EPI2278017	HA|A/Domestic_Goose/England/161197/2022|EPI2278017	2022-11-29	North-Central	GISAID
EPI2278025	HA|A/Humboldt_penguin/England/161651/2022|EPI2278025	2022-12-04	North-Central	GISAID
EPI2278001	HA|A/Domestic_duck/England/159770/2022|EPI2278001	2022-11-28	North-Central	GISAID
EPI2277921	HA|A/Chicken/England/154451/2022|EPI2277921	2022-11-20	North-Central	GISAID
EPI2277929	HA|A/Chicken/England/155942/2022|EPI2277929	2022-11-20	North-Central	GISAID
EPI2277905	HA|A/Domestic_duck/England/154301/2022|EPI2277905	2022-11-19	North-Central	GISAID
EPI2277953	HA|A/mute_swan/England/152286/2022|EPI2277953	2022-11-14	North-Central	GISAID
EPI2281633	HA|A/pheasant/England/118819/2022|EPI2281633	2022-11-08	North-Central	GISAID
EPI2277937	HA|A/Turkey/England/156090/2022|EPI2277937	2022-11-21	North-Central	GISAID
EPI2277945	HA|A/Turkey/England/155093/2022|EPI2277945	2022-11-20	North-Central	GISAID
EPI2277857	HA|A/domestic_goose/England/132125/2022|EPI2277857	2022-10-14	North-Central	GISAID
EPI2277865	HA|A/domestic_goose/England/121576/2022|EPI2277865	2022-09-22	North-Central	GISAID
EPI2277849	HA|A/domestic_duck/England/137953/2022|EPI2277849	2022-10-20	North-Central	GISAID
EPI2277889	HA|A/Chicken/England/154150/2022|EPI2277889	2022-11-19	North-Central	GISAID
EPI2277897	HA|A/Turkey/England/154210/2022|EPI2277897	2022-11-19	North-Central	GISAID
EPI2277873	HA|A/Domestic_goose/England/153783/2022|EPI2277873	2022-11-16	North-Central	GISAID
EPI2277833	HA|A/turkey/England/141610/2022|EPI2277833	2022-10-27	North-Central	GISAID
EPI2277817	HA|A/peregrine_falcon/England/254313/2022|EPI2277817	2022-11-08	North-Central	GISAID
EPI2277825	HA|A/grey_heron/England/142125/2022|EPI2277825	2022-10-28	North-Central	GISAID
EPI2277809	HA|A/pheasant/England/331075/2022|EPI2277809	2022-10-31	North-Central	GISAID
EPI2233130	HA|A/Greylag_goose/England/118319/2022|EPI2233130	2022-10-25	North-Central	GISAID
EPI2233146	HA|A/Pheasant/Wales/394561/2022|EPI2233146	2022-10-21	North-Central	GISAID
EPI2437366	HA|A/tawny_owl/England/397504/2023|EPI2437366	2023-01-28	North-Central	GISAID
EPI2437377	HA|A/Red_fox/Scotland/023888/2023|EPI2437377	2023-01-30	North-Central	GISAID
EPI2437334	HA|A/chicken/England/022451/2023|EPI2437334	2023-02-07	North-Central	GISAID
EPI2437342	HA|A/chicken/Wales/023780/2023|EPI2437342	2023-02-11	North-Central	GISAID
EPI2437350	HA|A/chicken/Scotland/026217/2023|EPI2437350	2023-02-14	North-Central	GISAID
EPI2437358	HA|A/canada_goose/England/121823/2023|EPI2437358	2023-01-30	North-Central	GISAID
EPI2437531	HA|A/Chicken/Scotland/017391/2023|EPI2437531	2023-02-01	North-Central	GISAID
EPI2437539	HA|A/Domestic_duck/Wales/020076/2023|EPI2437539	2023-02-05	North-Central	GISAID
EPI2437547	HA|A/Greylag_Goose/England/175256/2022|EPI2437547	2022-12-26	North-Central	GISAID
EPI2437523	HA|A/Chicken/Scotland/015627/2023|EPI2437523	2023-01-27	North-Central	GISAID
EPI2352522	HA|A/domestic_duck/England/002072/2023|EPI2352522	2023-01-03	North-Central	GISAID
EPI2352538	HA|A/chicken/England/005094/2023|EPI2352538	2023-01-08	North-Central	GISAID
EPI2352555	HA|A/turkey/England/005293/2023|EPI2352555	2023-01-09	North-Central	GISAID
EPI2352571	HA|A/domestic_goose/England/005770/2023|EPI2352571	2023-01-09	North-Central	GISAID
EPI2352585	HA|A/turkey/England/006787/2023|EPI2352585	2023-01-11	North-Central	GISAID
EPI2352601	HA|A/chicken/Scotland/006955/2023|EPI2352601	2023-01-11	North-Central	GISAID
EPI2352617	HA|A/turkey/England/006957/2023|EPI2352617	2023-01-11	North-Central	GISAID
EPI2352633	HA|A/barnacle_goose/Scotland/008625/2023|EPI2352633	2023-01-06	North-Central	GISAID
EPI2352649	HA|A/chicken/England/010290/2023|EPI2352649	2023-01-16	North-Central	GISAID
EPI2352665	HA|A/Mute_Swan/England/120693/2022|EPI2352665	2022-12-30	North-Central	GISAID
EPI2352681	HA|A/Greylag_Goose/England/120696/2022|EPI2352681	2022-12-30	North-Central	GISAID
EPI2352698	HA|A/Mute_Swan/England/120738/2022|EPI2352698	2022-12-31	North-Central	GISAID
EPI2352706	HA|A/Pink-Footed_Goose/England/120645/2022|EPI2352706	2022-12-29	North-Central	GISAID
EPI2185481	HA|A/turkey/England/112259/2022|EPI2185481	2022-08-26	North-Central	GISAID
EPI2464386	HA|A/common_buzzard/England/122650/2023|EPI2464386	2023-02-23	North-Central	GISAID
EPI2464394	HA|A/pink-footed_goose/England/398366/2023|EPI2464394	2023-02-21	North-Central	GISAID
EPI2464370	HA|A/greylag_goose/England/321390/2023|EPI2464370	2023-02-14	North-Central	GISAID
EPI2464378	HA|A/black-headed_gull/England/257241/2023|EPI2464378	2023-02-07	North-Central	GISAID
EPI2464354	HA|A/pink-footed_goose/Scotland/029900/2023|EPI2464354	2023-02-18	North-Central	GISAID
EPI2464362	HA|A/chicken/England/030083/2023|EPI2464362	2023-02-22	North-Central	GISAID
EPI2281706	HA|A/pheasant/England/253400/2022|EPI2281706	2022-10-11	North-Central	GISAID
EPI2281690	HA|A/chicken/England/137719/2022|EPI2281690	2022-10-18	North-Central	GISAID
EPI2281698	HA|A/mute_swan/Wales/062752/2022|EPI2281698	2022-10-06	North-Central	GISAID
EPI2281738	HA|A/common_gull/Scotland/106638/2022|EPI2281738	2022-08-09	North-Central	GISAID
EPI2281722	HA|A/black-headed_gull/England/130041/2022|EPI2281722	2022-10-09	North-Central	GISAID
EPI2281730	HA|A/kittiwake/England/116381/2022|EPI2281730	2022-08-12	North-Central	GISAID
EPI2129919	HA|A/domestic_goose/England/105863/2022|EPI2129919	2022-08-09	North-Central	GISAID
EPI2129911	HA|A/domestic_duck/England/105414/2022|EPI2129911	2022-08-07	North-Central	GISAID
EPI2129903	HA|A/domestic_duck/England/104859/2022|EPI2129903	2022-08-05	North-Central	GISAID
EPI2129895	HA|A/chicken/England/103907/2022|EPI2129895	2022-08-02	North-Central	GISAID
EPI2129886	HA|A/domestic_duck/England/100990/2022|EPI2129886	2022-07-26	North-Central	GISAID
EPI2412850	HA|A/Greylag_Goose/Scotland/015635/2023|EPI2412850	2023-01-23	North-Central	GISAID
EPI2412858	HA|A/Mute_Swan/Scotland/015644/2023|EPI2412858	2023-01-23	North-Central	GISAID
EPI2412866	HA|A/Peregrine_Falcon/England/256456/2023|EPI2412866	2023-01-07	North-Central	GISAID
EPI2412874	HA|A/Common_Buzzard/England/256703/2023|EPI2412874	2023-01-12	North-Central	GISAID
EPI2412826	HA|A/Chicken/Scotland/014044/2023|EPI2412826	2023-01-24	North-Central	GISAID
EPI2412834	HA|A/Harris_Hawk/Scotland/014071/2023|EPI2412834	2023-01-24	North-Central	GISAID
EPI2412842	HA|A/Turkey/Scotland/012551/2023|EPI2412842	2023-01-21	North-Central	GISAID
EPI2412882	HA|A/Common_Buzzard/England/256858/2023|EPI2412882	2023-01-22	North-Central	GISAID
EPI2412890	HA|A/Common_Buzzard/England/121458/2023|EPI2412890	2023-01-20	North-Central	GISAID
EPI2158592	HA|A/black-headed_gull/England/093296/2022|EPI2158592	2022-07-01	North-Central	GISAID
EPI2158616	HA|A/fox/England/M0083-03-22/2022|EPI2158616	2022-03-09	North-Central	GISAID
EPI2158600	HA|A/herring_gull/England/248639/2022|EPI2158600	2022-06-13	North-Central	GISAID
EPI2158608	HA|A/goose/England/317610/2022|EPI2158608	2022-06-16	North-Central	GISAID
EPI2198236	HA|A/Turkey/England/128999/2022|EPI2198236	2022-10-09	North-Central	GISAID
EPI2198228	HA|A/Turkey/England/128362/2022|EPI2198228	2022-10-07	North-Central	GISAID
EPI2198204	HA|A/Domestic_Goose/England/130370/2022|EPI2198204	2022-10-11	North-Central	GISAID
EPI2198196	HA|A/Domestic_Goose/England/127100/2022|EPI2198196	2022-10-05	North-Central	GISAID
EPI2198220	HA|A/Turkey/England/127741/2022|EPI2198220	2022-10-06	North-Central	GISAID
EPI2198212	HA|A/Guinea_Fowl/England/127733/2022|EPI2198212	2022-10-06	North-Central	GISAID
EPI2198172	HA|A/Chicken/England/134205/2022|EPI2198172	2022-10-18	North-Central	GISAID
EPI2198164	HA|A/Chicken/England/134115/2022|EPI2198164	2022-10-18	North-Central	GISAID
EPI2198188	HA|A/Chicken/Scotland/1302218/2022|EPI2198188	2022-10-11	North-Central	GISAID
EPI2198180	HA|A/Chicken/England/134843/2022|EPI2198180	2022-10-19	North-Central	GISAID
EPI2198140	HA|A/Chicken/England/129627/2022|EPI2198140	2022-10-10	North-Central	GISAID
EPI2198132	HA|A/Chicken/England/128527/2022|EPI2198132	2022-10-08	North-Central	GISAID
EPI2198156	HA|A/Chicken/England/129801/2022|EPI2198156	2022-10-10	North-Central	GISAID
EPI2198148	HA|A/Chicken/England/129733/2022|EPI2198148	2022-10-10	North-Central	GISAID
EPI2198108	HA|A/Chicken/England/127733/2022|EPI2198108	2022-10-06	North-Central	GISAID
EPI2198100	HA|A/Chicken/England/126673/2022|EPI2198100	2022-10-04	North-Central	GISAID
EPI2198124	HA|A/Chicken/England/128321/2022|EPI2198124	2022-10-07	North-Central	GISAID
EPI2198116	HA|A/Chicken/England/127861/2022|EPI2198116	2022-10-06	North-Central	GISAID
EPI2158648	HA|A/otter/Scotland/M100366/2022|EPI2158648	2022-01-01	North-Central	GISAID
EPI2158632	HA|A/fox/England/M0025-12-21/2021|EPI2158632	2021-12-07	North-Central	GISAID
EPI2158680	HA|A/Canada_goose/England/320660/2022|EPI2158680	2022-07-26	North-Central	GISAID
EPI2158688	HA|A/chicken/Jersey/106733/2022|EPI2158688	2022-08-13	North-Central	GISAID
EPI2158712	HA|A/turkey/England/111923/2022|EPI2158712	2022-08-26	North-Central	GISAID
EPI2158720	HA|A/chicken/England/112410/2022|EPI2158720	2022-08-28	North-Central	GISAID
EPI2158696	HA|A/gull/England/107384/2022|EPI2158696	2022-08-18	North-Central	GISAID
EPI2158704	HA|A/domestic_goose/England/107529/2022|EPI2158704	2022-08-20	North-Central	GISAID
EPI2158728	HA|A/long-tailed_skua/Scotland/22/2022|EPI2158728	2022-02-01	North-Central	GISAID
EPI2198668	HA|A/turkey/Wales/132240/2022|EPI2198668	2022-10-18	North-Central	GISAID
EPI2198564	HA|A/herring_gull/England/324803/2022|EPI2198564	2022-09-29	North-Central	GISAID
EPI2198540	HA|A/greylag_goose/England/312865/2022|EPI2198540	2022-10-03	North-Central	GISAID
EPI2198532	HA|A/greylag_goose/England/125886/2022|EPI2198532	2022-09-12	North-Central	GISAID
EPI2198556	HA|A/greylag_goose/Wales/126264/2022|EPI2198556	2022-09-26	North-Central	GISAID
EPI2198548	HA|A/greylag_goose/Wales/122829/2022|EPI2198548	2022-10-03	North-Central	GISAID
EPI2198508	HA|A/domestic_goose/England/125496/2022|EPI2198508	2022-10-03	North-Central	GISAID
EPI2198500	HA|A/domestic_goose/England/125128/2022|EPI2198500	2022-09-21	North-Central	GISAID
EPI2198524	HA|A/domestic_goose/England/132400/2022|EPI2198524	2022-10-14	North-Central	GISAID
EPI2198516	HA|A/domestic_goose/England/131992/2022|EPI2198516	2022-10-03	North-Central	GISAID
EPI2198468	HA|A/chicken/Scotland/130966/2022|EPI2198468	2022-08-30	North-Central	GISAID
EPI2198492	HA|A/domestic_goose/England/120019/2022|EPI2198492	2022-10-17	North-Central	GISAID
EPI2198484	HA|A/chicken/Wales/116603/2022|EPI2198484	2022-09-04	North-Central	GISAID
EPI2198660	HA|A/turkey/England/133112/2022|EPI2198660	2022-10-17	North-Central	GISAID
EPI2198636	HA|A/turkey/England/132310/2022|EPI2198636	2022-10-15	North-Central	GISAID
EPI2198652	HA|A/turkey/England/132948/2022|EPI2198652	2022-10-15	North-Central	GISAID
EPI2198644	HA|A/turkey/England/132460/2022|EPI2198644	2022-10-15	North-Central	GISAID
EPI2198596	HA|A/pheasant/England/132162/2022|EPI2198596	2022-09-05	North-Central	GISAID
EPI2198620	HA|A/turkey/England/122476/2022|EPI2198620	2022-09-21	North-Central	GISAID
EPI2198612	HA|A/pheasant/England/393437/2022|EPI2198612	2022-08-26	North-Central	GISAID
EPI2198356	HA|A/chicken/England/120099/2022|EPI2198356	2022-09-21	North-Central	GISAID
EPI2198380	HA|A/chicken/England/123195/2022|EPI2198380	2022-09-27	North-Central	GISAID
EPI2198372	HA|A/chicken/England/121771/2022|EPI2198372	2022-09-23	North-Central	GISAID
EPI2198332	HA|A/chicken/England/118935/2022|EPI2198332	2022-09-18	North-Central	GISAID
EPI2198324	HA|A/chicken/England/118828/2022|EPI2198324	2022-09-17	North-Central	GISAID
EPI2198340	HA|A/chicken/England/119017/2022|EPI2198340	2022-09-19	North-Central	GISAID
EPI2198444	HA|A/chicken/England/132529/2022|EPI2198444	2022-10-14	North-Central	GISAID
EPI2198436	HA|A/chicken/England/131916/2022|EPI2198436	2022-10-13	North-Central	GISAID
EPI2198452	HA|A/chicken/England/133051/2022|EPI2198452	2022-10-16	North-Central	GISAID
EPI2198412	HA|A/chicken/England/130482/2022|EPI2198412	2022-10-04	North-Central	GISAID
EPI2198428	HA|A/chicken/England/131258/2022|EPI2198428	2022-10-13	North-Central	GISAID
EPI2198420	HA|A/chicken/England/131142/2022|EPI2198420	2022-10-12	North-Central	GISAID
EPI2198244	HA|A/Turkey/England/129035/2022|EPI2198244	2022-10-09	North-Central	GISAID
EPI2198316	HA|A/chicken/England/115900/2022|EPI2198316	2022-09-07	North-Central	GISAID
EPI2198260	HA|A/Turkey/England/129968/2022|EPI2198260	2022-10-10	North-Central	GISAID
EPI2198252	HA|A/Turkey/England/129898/2022|EPI2198252	2022-10-10	North-Central	GISAID
EPI2198812	HA|A/domestic_duck/England/125290/2022|EPI2198812	2022-09-20	North-Central	GISAID
EPI2198836	HA|A/domestic_duck/England/131065/2022|EPI2198836	2022-10-12	North-Central	GISAID
EPI2198828	HA|A/domestic_duck/England/130575/2022|EPI2198828	2022-10-12	North-Central	GISAID
EPI2198788	HA|A/canada_goose/England/393789/2022|EPI2198788	2022-10-01	North-Central	GISAID
EPI2198780	HA|A/canada_goose/England/393682/2022|EPI2198780	2022-09-28	North-Central	GISAID
EPI2198804	HA|A/domestic_duck/England/119203/2022|EPI2198804	2022-09-15	North-Central	GISAID
EPI2198796	HA|A/domestic_duck/England/117887/2022|EPI2198796	2022-09-09	North-Central	GISAID
EPI2198756	HA|A/Whistling_Duck/England/128441/2022|EPI2198756	2022-10-07	North-Central	GISAID
EPI2198748	HA|A/Nene_Goose/Northern_Ireland/013322/2022|EPI2198748	2022-10-10	North-Central	GISAID
EPI2198772	HA|A/canada_goose/England/393411/2022|EPI2198772	2022-09-21	North-Central	GISAID
EPI2198764	HA|A/canada_goose/England/328122/2022|EPI2198764	2022-09-29	North-Central	GISAID
EPI2198724	HA|A/Domestic_Duck/England/128927/2022|EPI2198724	2022-10-09	North-Central	GISAID
EPI2198716	HA|A/Domestic_Duck/England/128822/2022|EPI2198716	2022-10-09	North-Central	GISAID
EPI2198740	HA|A/Domestic_Duck/England/134956/2022|EPI2198740	2022-10-19	North-Central	GISAID
EPI2198732	HA|A/Domestic_Duck/England/134267/2022|EPI2198732	2022-10-18	North-Central	GISAID
EPI2198908	HA|A/mute_swan/England/328136/2022|EPI2198908	2022-10-03	North-Central	GISAID
EPI2198884	HA|A/mute_swan/England/117298/2022|EPI2198884	2022-09-18	North-Central	GISAID
EPI2198876	HA|A/mute_Swan/Scotland/126261/2022|EPI2198876	2022-09-02	North-Central	GISAID
EPI2198900	HA|A/mute_swan/England/253063/2022|EPI2198900	2022-09-27	North-Central	GISAID
EPI2198892	HA|A/mute_swan/England/125329/2022|EPI2198892	2022-09-18	North-Central	GISAID
EPI2198852	HA|A/domestic_duck/England/133434/2022|EPI2198852	2022-10-17	North-Central	GISAID
EPI2198868	HA|A/fulmar/Scotland/118673/2022|EPI2198868	2022-10-15	North-Central	GISAID
EPI2198860	HA|A/domestic_duck/England/133439/2022|EPI2198860	2022-10-18	North-Central	GISAID
EPI2198700	HA|A/Domestic_Duck/England/128591/2022|EPI2198700	2022-10-08	North-Central	GISAID
EPI2198676	HA|A/Bufflehead_Duck/Northern_Ireland/012321/2022|EPI2198676	2022-10-10	North-Central	GISAID
EPI2471936	HA|A/Bush_dog/England/037680/2022|EPI2471936	2022-11-18	North-Central	GISAID
EPI2471928	HA|A/chicken/England/038958/2023|EPI2471928	2023-03-10	North-Central	GISAID
EPI2300708	HA|A/common_buzzard/England/396209/2022|EPI2300708	2022-12-10	North-Central	GISAID
EPI2300692	HA|A/canada_goose/England/396207/2022|EPI2300692	2022-12-10	North-Central	GISAID
EPI2300676	HA|A/mute_swan/England/335696/2022|EPI2300676	2022-12-13	North-Central	GISAID
EPI2300659	HA|A/sparrowhawk/England/120507/2022|EPI2300659	2022-12-21	North-Central	GISAID
EPI2300643	HA|A/greylag_goose/England/120485/2022|EPI2300643	2022-12-21	North-Central	GISAID
EPI2300628	HA|A/greylag_goose/England/120308/2022|EPI2300628	2022-12-15	North-Central	GISAID
EPI2300612	HA|A/canada_goose/England/120296/2022|EPI2300612	2022-12-15	North-Central	GISAID
EPI2300596	HA|A/black-headed_gull/England/120011/2022|EPI2300596	2022-12-07	North-Central	GISAID
EPI2300580	HA|A/mute_swan/England/119983/2022|EPI2300580	2022-12-07	North-Central	GISAID
EPI2300564	HA|A/common_buzzard/England/255858/2022|EPI2300564	2022-12-12	North-Central	GISAID
EPI2300548	HA|A/chicken/England/175137/2022|EPI2300548	2022-12-29	North-Central	GISAID
EPI2300532	HA|A/chicken/Scotland/173833/2022|EPI2300532	2022-12-28	North-Central	GISAID
EPI2300515	HA|A/white-fronted_goose/Scotland/173468/2022|EPI2300515	2022-12-21	North-Central	GISAID
EPI2300499	HA|A/chicken/Isle_of_Man/172945/2022|EPI2300499	2022-12-26	North-Central	GISAID
EPI2300485	HA|A/chicken/England/172713/2022|EPI2300485	2022-12-23	North-Central	GISAID
EPI2300469	HA|A/chicken/England/172702/2022|EPI2300469	2022-12-23	North-Central	GISAID
EPI2300452	HA|A/domestic_goose/Scotland/171709/2022|EPI2300452	2022-12-21	North-Central	GISAID
EPI2300444	HA|A/chicken/England/171595/2022|EPI2300444	2022-12-20	North-Central	GISAID
EPI2300436	HA|A/whooper_swan/England/171541/2022|EPI2300436	2022-12-19	North-Central	GISAID
EPI2300428	HA|A/moorhen/Wales/171529/2022|EPI2300428	2022-12-16	North-Central	GISAID
EPI2300786	HA|A/greylag_goose/Scotland/168361/2022|EPI2300786	2022-12-06	North-Central	GISAID
EPI2300770	HA|A/common_buzzard/England/396648/2022|EPI2300770	2022-12-20	North-Central	GISAID
EPI2300754	HA|A/greylag_goose/England/396600/2022|EPI2300754	2022-12-21	North-Central	GISAID
EPI2300737	HA|A/goose/England/396398/2022|EPI2300737	2022-12-17	North-Central	GISAID
EPI2300721	HA|A/mute_swan/England/396216/2022|EPI2300721	2022-12-10	North-Central	GISAID
EPI2283161	HA|A/domestic_duck/England/167913/2022|EPI2283161	2022-12-12	North-Central	GISAID
EPI2283168	HA|A/domestic_duck/England/165186/2022|EPI2283168	2022-12-10	North-Central	GISAID
EPI2398387	HA|A/Chicken/Scotland/170118/2022|EPI2398387	2022-12-17	North-Central	GISAID
EPI2398379	HA|A/Turkey/England/150027/2022|EPI2398379	2022-11-11	North-Central	GISAID
EPI2398403	HA|A/Harbour_Seal/Scotland/162919/2022|EPI2398403	2022-03-12	North-Central	GISAID
EPI2398395	HA|A/Chicken/Scotland/172652/2022|EPI2398395	2022-12-14	North-Central	GISAID
EPI2398419	HA|A/Red_Fox/Wales/017836/2023|EPI2398419	2023-01-12	North-Central	GISAID
EPI2398411	HA|A/Harbour_Seal/Scotland/162925/2022|EPI2398411	2022-07-25	North-Central	GISAID
EPI2181328	HA|A/chicken/Wales/114874/2022|EPI2181328	2022-09-04	North-Central	GISAID
EPI2181344	HA|A/pelican/England/112670/2022|EPI2181344	2022-08-28	North-Central	GISAID
EPI2181336	HA|A/chicken/England/114595/2022|EPI2181336	2022-09-02	North-Central	GISAID
EPI2181312	HA|A/partridge/England/115171/2022|EPI2181312	2022-09-05	North-Central	GISAID
EPI2181352	HA|A/chicken/Jersey/112779/2022|EPI2181352	2022-08-30	North-Central	GISAID
EPI2181360	HA|A/pheasant/England/112976/2022|EPI2181360	2022-08-31	North-Central	GISAID
EPI2475301	HA|A/Canada_goose/England/394558/2022|EPI2475301	2022-10-21	North-Central	GISAID
EPI2475293	HA|A/chicken/England/152082/2022|EPI2475293	2022-11-14	North-Central	GISAID
EPI2232818	HA|A/Chicken/England/141941/2022|EPI2232818	2022-10-30	North-Central	GISAID
EPI2232810	HA|A/Turkey/England/141822/2022|EPI2232810	2022-10-29	North-Central	GISAID
EPI2232802	HA|A/Turkey/England/141755/2022|EPI2232802	2022-10-29	North-Central	GISAID
EPI2232794	HA|A/Chicken/England/141539/2022|EPI2232794	2022-10-28	North-Central	GISAID
EPI2232778	HA|A/Indian_runner_ducks/England/140750/2022|EPI2232778	2022-10-24	North-Central	GISAID
EPI2232786	HA|A/domestic_duck/England/141358/2022|EPI2232786	2022-10-26	North-Central	GISAID
EPI2232754	HA|A/chicken/England/140572/2022|EPI2232754	2022-10-23	North-Central	GISAID
EPI2232762	HA|A/turkey/England/140663/2022|EPI2232762	2022-10-23	North-Central	GISAID
EPI2232738	HA|A/domestic_goose/England/138821/2022|EPI2232738	2022-10-22	North-Central	GISAID
EPI2232714	HA|A/turkey/England/138429/2022|EPI2232714	2022-10-20	North-Central	GISAID
EPI2232722	HA|A/chicken/England/138486/2022|EPI2232722	2022-10-21	North-Central	GISAID
EPI2232730	HA|A/chicken/England/138597/2022|EPI2232730	2022-10-21	North-Central	GISAID
EPI2232690	HA|A/chicken/England/138155/2022|EPI2232690	2022-10-20	North-Central	GISAID
EPI2232698	HA|A/chicken/England/138249/2022|EPI2232698	2022-10-20	North-Central	GISAID
EPI2232674	HA|A/turkey/England/137992/2022|EPI2232674	2022-10-20	North-Central	GISAID
EPI2232682	HA|A/chicken/England/138092/2022|EPI2232682	2022-10-20	North-Central	GISAID
EPI2232650	HA|A/turkey/England/137790/2022|EPI2232650	2022-10-19	North-Central	GISAID
EPI2232658	HA|A/turkey/England/137861/2022|EPI2232658	2022-10-18	North-Central	GISAID
EPI2232666	HA|A/domestic_duck/England/137940/2022|EPI2232666	2022-10-20	North-Central	GISAID
EPI2233114	HA|A/domestic_duck/England/2022|EPI2233114	2022-11-15	North-Central	GISAID
EPI2233122	HA|A/Domestic_Duck/England/144945/2022|EPI2233122	2022-11-03	North-Central	GISAID
EPI2233090	HA|A/turkey/England/152067/2022|EPI2233090	2022-11-14	North-Central	GISAID
EPI2233106	HA|A/turkey/England/152353/2022|EPI2233106	2022-11-15	North-Central	GISAID
EPI2233074	HA|A/turkey/England/150421/2022|EPI2233074	2022-11-13	North-Central	GISAID
EPI2233082	HA|A/chicken/England/151023/2022|EPI2233082	2022-11-13	North-Central	GISAID
EPI2233058	HA|A/chicken/England/150281/2022|EPI2233058	2022-11-11	North-Central	GISAID
EPI2233066	HA|A/chicken/England/150351/2022|EPI2233066	2022-11-13	North-Central	GISAID
EPI2233034	HA|A/turkey/England/149469/2022|EPI2233034	2022-11-10	North-Central	GISAID
EPI2233042	HA|A/chicken/England/149505/2022|EPI2233042	2022-11-09	North-Central	GISAID
EPI2233018	HA|A/turkey/England/147806/2022|EPI2233018	2022-11-08	North-Central	GISAID
EPI2233026	HA|A/turkey/England/147878/2022|EPI2233026	2022-11-08	North-Central	GISAID
EPI2232994	HA|A/domestic_goose/Wales/146569/2022|EPI2232994	2022-11-06	North-Central	GISAID
EPI2233002	HA|A/guinea_fowl/Wales/146571/2022|EPI2233002	2022-11-06	North-Central	GISAID
EPI2233010	HA|A/turkey/England/147354/2022|EPI2233010	2022-11-07	North-Central	GISAID
EPI2232978	HA|A/chicken/England/146449/2022|EPI2232978	2022-11-05	North-Central	GISAID
